2019, 3: (6, 15, 30, 10, 22, 20, 36)
2019, 2: (29, 5, 23, 34, 3, 25, 4)
2019, 1: (11, 13, 31, 18, 20, 5, 24)
2018, 105: (16, 39, 31, 11, 22, 7, 14)
2018, 104: (15, 30, 26, 25, 23, 32, 17)
2018, 103: (3, 19, 23, 7, 15, 5, 28)
2018, 102: (4, 28, 12, 34, 6, 19, 2)
2018, 101: (21, 36, 13, 6, 18, 38, 19)
2018, 100: (4, 29, 20, 2, 16, 15, 38)
2018, 99: (36, 37, 19, 27, 14, 33, 29)
2018, 98: (18, 38, 4, 27, 17, 31, 35)
2018, 97: (31, 21, 20, 24, 5, 39, 25)
2018, 96: (30, 32, 11, 4, 27, 22, 9)
2018, 95: (7, 6, 25, 15, 21, 20, 2)
2018, 94: (35, 13, 31, 11, 3, 7, 23)
2018, 93: (35, 32, 22, 17, 26, 29, 37)
2018, 92: (22, 16, 5, 14, 28, 9, 29)
2018, 91: (15, 33, 24, 7, 39, 25, 14)
2018, 90: (28, 18, 15, 10, 9, 19, 25)
2018, 89: (9, 1, 5, 26, 11, 7, 28)
2018, 88: (26, 10, 23, 9, 7, 37, 22)
2018, 87: (28, 18, 22, 14, 15, 29, 31)
2018, 86: (8, 12, 6, 38, 34, 1, 19)
2018, 85: (9, 28, 22, 27, 10, 26, 8)
2018, 84: (23, 13, 19, 36, 29, 11, 39)
2018, 83: (31, 34, 5, 36, 16, 25, 29)
2018, 82: (2, 6, 39, 29, 9, 11, 5)
2018, 81: (21, 13, 39, 5, 10, 2, 12)
2018, 80: (9, 19, 27, 30, 15, 4, 18)
2018, 79: (34, 37, 20, 26, 17, 16, 30)
2018, 78: (11, 33, 38, 16, 5, 31, 39)
2018, 77: (3, 20, 32, 7, 5, 37, 17)
2018, 76: (5, 4, 27, 32, 26, 38, 30)
2018, 75: (19, 33, 1, 36, 17, 21, 39)
2018, 74: (8, 28, 27, 38, 35, 9, 10)
2018, 73: (29, 39, 35, 25, 33, 19, 12)
2018, 72: (12, 29, 33, 15, 14, 21, 16)
2018, 71: (38, 35, 13, 21, 18, 15, 10)
2018, 70: (30, 3, 12, 6, 25, 15, 17)
2018, 69: (31, 19, 16, 36, 25, 20, 5)
2018, 68: (22, 32, 18, 26, 11, 7, 1)
2018, 67: (18, 38, 29, 25, 6, 36, 20)
2018, 66: (24, 13, 34, 38, 20, 22, 33)
2018, 65: (8, 1, 37, 10, 3, 29, 28)
2018, 64: (35, 7, 8, 13, 23, 29, 14)
2018, 63: (1, 9, 24, 16, 15, 7, 39)
2018, 62: (7, 5, 19, 3, 28, 4, 25)
2018, 61: (6, 4, 12, 28, 11, 26, 34)
2018, 60: (37, 16, 34, 21, 33, 14, 28)
2018, 59: (18, 20, 21, 9, 13, 29, 24)
2018, 58: (27, 31, 39, 23, 21, 22, 16)
2018, 57: (27, 15, 35, 24, 6, 31, 28)
2018, 56: (39, 13, 26, 14, 17, 6, 25)
2018, 55: (8, 1, 37, 6, 14, 25, 33)
2018, 54: (13, 35, 22, 30, 20, 28, 23)
2018, 53: (20, 12, 31, 36, 7, 21, 25)
2018, 52: (2, 10, 18, 39, 23, 5, 37)
2018, 51: (26, 28, 6, 4, 31, 18, 25)
2018, 50: (21, 5, 16, 19, 39, 23, 15)
2018, 49: (9, 23, 34, 18, 5, 33, 28)
2018, 48: (31, 27, 2, 36, 26, 10, 3)
2018, 47: (10, 12, 3, 20, 23, 16, 37)
2018, 46: (8, 3, 32, 37, 19, 33, 26)
2018, 45: (28, 20, 26, 10, 32, 31, 18)
2018, 44: (30, 39, 11, 1, 32, 20, 16)
2018, 43: (17, 37, 34, 8, 35, 25, 3)
2018, 42: (39, 21, 6, 23, 24, 30, 31)
2018, 41: (15, 11, 5, 10, 8, 26, 24)
2018, 40: (32, 38, 10, 25, 3, 30, 5)
2018, 39: (8, 17, 38, 12, 24, 27, 14)
2018, 38: (18, 23, 35, 13, 5, 16, 36)
2018, 37: (34, 11, 25, 36, 13, 8, 14)
2018, 36: (19, 36, 32, 20, 10, 37, 24)
2018, 35: (39, 17, 32, 8, 21, 24, 2)
2018, 34: (9, 33, 6, 38, 22, 15, 23)
2018, 33: (39, 6, 3, 36, 1, 5, 27)
2018, 32: (19, 6, 1, 11, 38, 13, 28)
2018, 31: (12, 17, 34, 8, 6, 7, 23)
2018, 30: (7, 32, 8, 36, 30, 15, 13)
2018, 29: (25, 36, 16, 1, 2, 7, 26)
2018, 28: (29, 19, 2, 27, 15, 30, 24)
2018, 27: (8, 27, 9, 26, 25, 28, 39)
2018, 26: (28, 10, 23, 15, 39, 16, 7)
2018, 25: (38, 4, 1, 8, 34, 23, 7)
2018, 24: (16, 3, 2, 26, 6, 35, 24)
2018, 23: (1, 18, 38, 5, 15, 19, 4)
2018, 22: (36, 22, 18, 16, 28, 10, 5)
2018, 21: (9, 23, 27, 4, 22, 5, 37)
2018, 20: (4, 6, 16, 11, 2, 1, 25)
2018, 19: (8, 35, 19, 25, 20, 31, 14)
2018, 18: (23, 15, 3, 37, 28, 4, 5)
2018, 17: (34, 8, 27, 10, 2, 22, 17)
2018, 16: (33, 27, 5, 14, 21, 23, 8)
2018, 15: (26, 31, 11, 25, 33, 1, 4)
2018, 14: (5, 20, 24, 16, 33, 35, 38)
2018, 13: (39, 16, 13, 9, 5, 1, 36)
2018, 12: (1, 6, 19, 18, 35, 17, 23)
2018, 11: (22, 21, 9, 6, 23, 38, 18)
2018, 10: (10, 33, 27, 6, 30, 23, 3)
2018, 9: (5, 15, 1, 22, 27, 32, 16)
2018, 8: (20, 36, 32, 35, 11, 34, 33)
2018, 7: (24, 11, 15, 19, 6, 33, 13)
2018, 6: (17, 33, 2, 3, 24, 23, 6)
2018, 5: (16, 24, 7, 3, 26, 23, 1)
2018, 4: (29, 27, 32, 38, 17, 7, 3)
2018, 3: (27, 15, 21, 32, 38, 2, 8)
2018, 2: (4, 15, 8, 20, 28, 33, 24)
2018, 1: (16, 32, 25, 35, 6, 27, 3)
2017, 104: (39, 24, 15, 4, 22, 3, 34)
2017, 103: (13, 1, 5, 23, 7, 36, 25)
2017, 102: (31, 10, 14, 22, 17, 4, 3)
2017, 101: (33, 32, 23, 30, 27, 11, 9)
2017, 100: (22, 3, 20, 23, 24, 35, 28)
2017, 99: (28, 22, 24, 9, 31, 3, 23)
2017, 98: (34, 37, 19, 6, 3, 12, 30)
2017, 97: (25, 26, 39, 35, 31, 14, 30)
2017, 96: (27, 2, 14, 28, 12, 23, 26)
2017, 95: (10, 29, 21, 37, 2, 19, 4)
2017, 94: (4, 33, 38, 18, 5, 24, 7)
2017, 93: (39, 3, 37, 29, 22, 33, 18)
2017, 92: (4, 36, 3, 19, 21, 10, 9)
2017, 91: (31, 22, 32, 25, 28, 38, 21)
2017, 90: (23, 24, 6, 30, 39, 34, 5)
2017, 89: (23, 34, 4, 24, 15, 28, 6)
2017, 88: (28, 34, 3, 9, 39, 19, 10)
2017, 87: (22, 18, 3, 4, 38, 19, 14)
2017, 86: (10, 34, 21, 11, 19, 22, 29)
2017, 85: (1, 31, 28, 17, 34, 37, 8)
2017, 84: (35, 21, 14, 29, 15, 22, 27)
2017, 83: (22, 23, 9, 24, 12, 31, 2)
2017, 82: (1, 39, 35, 33, 37, 14, 31)
2017, 81: (37, 24, 15, 38, 14, 16, 6)
2017, 80: (34, 27, 22, 31, 20, 21, 25)
2017, 79: (36, 16, 34, 3, 11, 7, 13)
2017, 78: (20, 19, 3, 33, 7, 37, 24)
2017, 77: (9, 13, 34, 28, 31, 11, 24)
2017, 76: (5, 4, 22, 28, 7, 8, 34)
2017, 75: (6, 30, 18, 7, 29, 16, 33)
2017, 74: (29, 12, 15, 7, 3, 21, 33)
2017, 73: (5, 8, 21, 22, 25, 1, 32)
2017, 72: (18, 6, 25, 22, 5, 32, 19)
2017, 71: (2, 30, 35, 14, 10, 21, 22)
2017, 70: (39, 19, 7, 1, 3, 32, 17)
2017, 69: (8, 3, 17, 33, 20, 15, 4)
2017, 68: (13, 19, 3, 8, 20, 15, 9)
2017, 67: (30, 27, 24, 17, 37, 5, 13)
2017, 66: (2, 3, 8, 35, 13, 27, 17)
2017, 65: (4, 31, 29, 1, 16, 19, 6)
2017, 64: (16, 18, 31, 34, 2, 10, 1)
2017, 63: (19, 1, 2, 9, 34, 7, 36)
2017, 62: (26, 33, 14, 21, 17, 13, 4)
2017, 61: (6, 37, 20, 38, 5, 34, 1)
2017, 60: (1, 21, 23, 38, 24, 4, 22)
2017, 59: (36, 13, 11, 20, 39, 6, 16)
2017, 58: (35, 21, 14, 25, 33, 28, 23)
2017, 57: (39, 12, 15, 4, 13, 25, 29)
2017, 56: (35, 30, 3, 8, 12, 17, 34)
2017, 55: (31, 26, 8, 9, 38, 4, 18)
2017, 54: (33, 13, 30, 14, 22, 39, 35)
2017, 53: (10, 33, 4, 21, 2, 26, 22)
2017, 52: (10, 27, 39, 37, 2, 5, 14)
2017, 51: (25, 7, 33, 26, 1, 38, 34)
2017, 50: (24, 35, 12, 38, 26, 17, 34)
2017, 49: (5, 12, 4, 15, 28, 22, 30)
2017, 48: (13, 24, 11, 34, 10, 22, 19)
2017, 47: (21, 9, 39, 29, 11, 20, 12)
2017, 46: (14, 7, 30, 2, 6, 10, 19)
2017, 45: (8, 14, 39, 1, 26, 19, 38)
2017, 44: (9, 27, 7, 35, 30, 39, 32)
2017, 43: (28, 21, 35, 23, 19, 4, 15)
2017, 42: (1, 21, 37, 26, 25, 4, 10)
2017, 41: (27, 36, 22, 35, 7, 37, 28)
2017, 40: (6, 1, 18, 23, 32, 20, 7)
2017, 39: (16, 34, 5, 30, 38, 36, 27)
2017, 38: (8, 14, 1, 28, 10, 22, 30)
2017, 37: (27, 30, 28, 29, 19, 21, 31)
2017, 36: (3, 39, 26, 25, 10, 21, 38)
2017, 35: (31, 35, 24, 28, 20, 14, 18)
2017, 34: (19, 34, 27, 35, 26, 24, 4)
2017, 33: (25, 36, 28, 12, 39, 5, 16)
2017, 32: (24, 30, 8, 19, 17, 7, 22)
2017, 31: (11, 8, 13, 5, 29, 23, 2)
2017, 30: (11, 26, 29, 16, 31, 33, 38)
2017, 29: (8, 19, 12, 10, 28, 26, 30)
2017, 28: (37, 21, 5, 11, 14, 36, 18)
2017, 27: (32, 12, 6, 26, 22, 17, 19)
2017, 26: (3, 37, 5, 19, 13, 11, 39)
2017, 25: (18, 33, 3, 29, 26, 19, 15)
2017, 24: (16, 18, 23, 21, 30, 11, 24)
2017, 23: (33, 28, 20, 38, 25, 1, 19)
2017, 22: (10, 16, 19, 1, 8, 28, 9)
2017, 21: (19, 21, 2, 30, 32, 39, 9)
2017, 20: (22, 17, 39, 12, 7, 2, 29)
2017, 19: (19, 6, 1, 35, 32, 39, 7)
2017, 18: (23, 32, 31, 19, 24, 35, 2)
2017, 17: (33, 16, 32, 1, 3, 27, 25)
2017, 16: (33, 31, 12, 3, 25, 38, 2)
2017, 15: (16, 1, 6, 30, 39, 28, 5)
2017, 14: (27, 5, 23, 2, 16, 17, 31)
2017, 13: (21, 7, 28, 3, 11, 17, 16)
2017, 12: (13, 17, 3, 34, 9, 29, 7)
2017, 11: (1, 32, 6, 12, 24, 30, 35)
2017, 10: (24, 35, 14, 38, 25, 19, 1)
2017, 9: (2, 28, 37, 3, 24, 38, 5)
2017, 8: (18, 21, 29, 32, 14, 26, 28)
2017, 7: (28, 29, 7, 15, 34, 8, 21)
2017, 6: (21, 11, 19, 18, 16, 10, 1)
2017, 5: (7, 15, 30, 22, 39, 12, 33)
2017, 4: (24, 15, 35, 26, 38, 39, 36)
2017, 3: (17, 32, 29, 9, 2, 20, 10)
2017, 2: (32, 27, 28, 33, 7, 35, 3)
2017, 1: (29, 31, 4, 15, 39, 10, 14)
2016, 104: (7, 19, 11, 32, 25, 1, 23)
2016, 103: (31, 7, 13, 14, 9, 2, 29)
2016, 102: (27, 37, 16, 29, 14, 8, 22)
2016, 101: (17, 12, 19, 35, 39, 26, 18)
2016, 100: (32, 9, 10, 6, 4, 18, 11)
2016, 99: (7, 10, 25, 2, 3, 6, 15)
2016, 98: (28, 39, 32, 22, 21, 13, 30)
2016, 97: (19, 9, 28, 12, 36, 39, 22)
2016, 96: (24, 11, 36, 37, 22, 18, 15)
2016, 95: (18, 8, 4, 12, 24, 31, 19)
2016, 94: (13, 9, 37, 39, 4, 14, 17)
2016, 93: (38, 12, 26, 27, 23, 37, 13)
2016, 92: (24, 26, 31, 35, 12, 34, 11)
2016, 91: (25, 8, 30, 3, 21, 1, 36)
2016, 90: (34, 17, 10, 28, 5, 39, 25)
2016, 89: (39, 1, 29, 8, 19, 33, 14)
2016, 88: (21, 37, 22, 30, 18, 39, 12)
2016, 87: (30, 16, 32, 20, 8, 34, 25)
2016, 86: (34, 5, 20, 10, 12, 29, 36)
2016, 85: (21, 31, 37, 8, 26, 38, 22)
2016, 84: (20, 15, 21, 2, 22, 36, 7)
2016, 83: (18, 27, 2, 22, 32, 8, 37)
2016, 82: (3, 29, 1, 21, 22, 18, 10)
2016, 81: (1, 28, 35, 18, 30, 14, 29)
2016, 80: (21, 11, 17, 23, 36, 3, 26)
2016, 79: (21, 39, 10, 29, 31, 3, 38)
2016, 78: (6, 3, 17, 4, 32, 37, 30)
2016, 77: (9, 31, 14, 21, 13, 24, 16)
2016, 76: (22, 30, 29, 19, 37, 25, 36)
2016, 75: (7, 14, 3, 12, 9, 37, 26)
2016, 74: (6, 1, 33, 8, 23, 22, 24)
2016, 73: (39, 2, 11, 29, 16, 26, 19)
2016, 72: (35, 21, 27, 17, 38, 8, 25)
2016, 71: (13, 23, 2, 3, 24, 4, 9)
2016, 70: (13, 16, 28, 20, 8, 29, 15)
2016, 69: (20, 26, 35, 17, 12, 13, 6)
2016, 68: (37, 3, 23, 1, 9, 38, 22)
2016, 67: (36, 16, 10, 14, 39, 19, 2)
2016, 66: (6, 5, 9, 22, 2, 30, 26)
2016, 65: (18, 19, 31, 12, 24, 32, 25)
2016, 64: (28, 30, 20, 31, 9, 25, 22)
2016, 63: (29, 8, 3, 39, 32, 14, 36)
2016, 62: (18, 14, 9, 12, 6, 26, 21)
2016, 61: (18, 23, 8, 19, 21, 15, 26)
2016, 60: (21, 35, 6, 1, 13, 28, 11)
2016, 59: (31, 29, 35, 3, 37, 19, 22)
2016, 58: (9, 4, 26, 39, 12, 31, 1)
2016, 57: (10, 33, 19, 18, 30, 13, 34)
2016, 56: (15, 14, 30, 13, 5, 11, 31)
2016, 55: (8, 31, 26, 16, 6, 5, 7)
2016, 54: (35, 37, 28, 23, 25, 13, 9)
2016, 53: (36, 17, 2, 34, 15, 23, 4)
2016, 52: (25, 16, 36, 26, 11, 31, 17)
2016, 51: (9, 14, 23, 20, 37, 7, 29)
2016, 50: (25, 39, 1, 27, 8, 22, 15)
2016, 49: (21, 30, 8, 17, 2, 23, 19)
2016, 48: (33, 15, 22, 6, 18, 21, 16)
2016, 47: (21, 4, 17, 15, 10, 31, 3)
2016, 46: (37, 16, 7, 31, 4, 18, 33)
2016, 45: (39, 28, 12, 23, 18, 4, 11)
2016, 44: (16, 19, 37, 4, 3, 14, 17)
2016, 43: (20, 37, 21, 39, 35, 38, 26)
2016, 42: (28, 1, 38, 4, 23, 5, 24)
2016, 41: (36, 10, 7, 13, 29, 27, 33)
2016, 40: (35, 27, 11, 19, 38, 6, 33)
2016, 39: (4, 5, 22, 33, 11, 34, 37)
2016, 38: (10, 28, 38, 9, 31, 23, 21)
2016, 37: (27, 13, 22, 38, 9, 34, 26)
2016, 36: (15, 36, 12, 24, 31, 29, 18)
2016, 35: (18, 19, 34, 12, 9, 3, 23)
2016, 34: (3, 20, 6, 21, 32, 12, 33)
2016, 33: (13, 39, 24, 32, 38, 12, 10)
2016, 32: (30, 5, 3, 25, 32, 15, 16)
2016, 31: (4, 20, 26, 1, 38, 17, 7)
2016, 30: (7, 12, 26, 24, 34, 36, 30)
2016, 29: (10, 6, 15, 5, 23, 20, 31)
2016, 28: (14, 3, 20, 11, 1, 7, 23)
2016, 27: (9, 8, 12, 17, 19, 5, 28)
2016, 26: (3, 31, 16, 9, 21, 30, 23)
2016, 25: (34, 4, 28, 14, 30, 26, 38)
2016, 24: (12, 2, 10, 31, 5, 3, 1)
2016, 23: (13, 26, 33, 4, 16, 30, 32)
2016, 22: (12, 4, 5, 39, 29, 31, 37)
2016, 21: (29, 9, 1, 34, 38, 5, 14)
2016, 20: (10, 17, 38, 23, 35, 5, 37)
2016, 19: (22, 15, 12, 27, 11, 33, 21)
2016, 18: (22, 37, 10, 38, 30, 36, 8)
2016, 17: (11, 12, 21, 1, 8, 22, 29)
2016, 16: (16, 10, 35, 33, 15, 34, 30)
2016, 15: (37, 18, 27, 39, 30, 5, 9)
2016, 14: (9, 17, 5, 7, 13, 3, 2)
2016, 13: (2, 27, 29, 6, 22, 34, 19)
2016, 12: (28, 36, 25, 33, 29, 22, 26)
2016, 11: (13, 22, 21, 15, 35, 31, 7)
2016, 10: (16, 22, 39, 25, 2, 17, 8)
2016, 9: (2, 17, 21, 26, 5, 34, 18)
2016, 8: (10, 2, 18, 7, 35, 14, 25)
2016, 7: (32, 16, 9, 29, 27, 38, 24)
2016, 6: (1, 21, 24, 9, 8, 31, 34)
2016, 5: (18, 31, 3, 11, 8, 32, 20)
2016, 4: (7, 30, 22, 38, 3, 35, 13)
2016, 3: (24, 31, 27, 19, 18, 14, 20)
2016, 2: (30, 39, 3, 19, 15, 11, 31)
2016, 1: (12, 23, 36, 35, 24, 27, 38)
2015, 103: (11, 37, 13, 14, 6, 10, 32)
2015, 102: (25, 10, 6, 38, 19, 36, 34)
2015, 101: (37, 2, 1, 16, 8, 28, 7)
2015, 100: (24, 28, 4, 12, 2, 39, 22)
2015, 99: (19, 23, 14, 1, 20, 32, 9)
2015, 98: (31, 27, 35, 25, 19, 29, 34)
2015, 97: (6, 15, 35, 39, 4, 8, 28)
2015, 96: (34, 8, 17, 5, 13, 18, 30)
2015, 95: (14, 39, 29, 27, 2, 30, 6)
2015, 94: (23, 27, 7, 37, 32, 13, 18)
2015, 93: (17, 26, 12, 7, 39, 35, 4)
2015, 92: (27, 8, 28, 11, 37, 17, 14)
2015, 91: (12, 3, 31, 28, 27, 13, 8)
2015, 90: (36, 26, 38, 37, 27, 17, 3)
2015, 89: (3, 20, 35, 14, 37, 11, 19)
2015, 88: (22, 28, 14, 38, 37, 26, 15)
2015, 87: (12, 20, 33, 39, 24, 21, 15)
2015, 86: (33, 36, 32, 4, 39, 6, 28)
2015, 85: (5, 28, 11, 24, 15, 33, 6)
2015, 84: (18, 29, 26, 16, 20, 8, 5)
2015, 83: (4, 22, 7, 27, 32, 39, 9)
2015, 82: (8, 26, 23, 1, 3, 36, 31)
2015, 81: (23, 38, 19, 16, 1, 7, 33)
2015, 80: (19, 31, 38, 29, 32, 15, 16)
2015, 79: (14, 7, 18, 16, 4, 8, 31)
2015, 78: (26, 35, 12, 10, 11, 2, 31)
2015, 77: (34, 2, 26, 8, 6, 14, 7)
2015, 76: (23, 8, 16, 28, 2, 1, 11)
2015, 75: (10, 25, 36, 19, 27, 32, 29)
2015, 74: (35, 17, 13, 22, 39, 26, 28)
2015, 73: (5, 8, 13, 11, 35, 38, 24)
2015, 72: (13, 8, 39, 5, 24, 28, 30)
2015, 71: (37, 27, 19, 2, 9, 33, 35)
2015, 70: (27, 34, 6, 36, 9, 17, 21)
2015, 69: (17, 10, 36, 9, 6, 27, 32)
2015, 68: (25, 2, 19, 31, 1, 18, 36)
2015, 67: (8, 34, 1, 21, 23, 16, 36)
2015, 66: (13, 7, 27, 32, 17, 33, 31)
2015, 65: (23, 20, 25, 18, 37, 9, 12)
2015, 64: (24, 3, 28, 37, 13, 10, 14)
2015, 63: (18, 13, 35, 33, 1, 25, 6)
2015, 62: (28, 5, 25, 31, 17, 21, 20)
2015, 61: (20, 26, 33, 13, 15, 34, 9)
2015, 60: (12, 21, 9, 33, 11, 30, 37)
2015, 59: (4, 33, 12, 27, 21, 6, 13)
2015, 58: (26, 14, 22, 8, 12, 6, 34)
2015, 57: (5, 9, 24, 29, 23, 2, 34)
2015, 56: (17, 38, 25, 28, 9, 15, 1)
2015, 55: (16, 22, 34, 8, 4, 2, 9)
2015, 54: (17, 29, 26, 8, 2, 14, 21)
2015, 53: (18, 23, 26, 35, 37, 25, 11)
2015, 52: (14, 9, 1, 21, 39, 38, 36)
2015, 51: (22, 33, 27, 13, 3, 31, 38)
2015, 50: (39, 8, 3, 22, 19, 12, 15)
